Date,Close
2009-01-01,1000.0
2009-01-02,997.05
2009-01-05,1005.8
2009-01-06,1006.8
2009-01-07,993.31
2009-01-09,1005.6
2009-01-12,983.83
2009-01-13,993.54
2009-01-14,1011.0
2009-01-15,987.11
2009-01-16,991.72
2009-01-19,991.51
2009-01-20,978.18
2009-01-21,971.39
2009-01-22,959.14
2009-01-23,945.31
2009-01-27,962.87
2009-01-28,987.04
2009-01-29,979.64
2009-01-30,990.32
2009-02-02,970.41
2009-02-03,976.03
2009-02-04,975.98
2009-02-05,966.76
2009-02-06,979.05
2009-02-09,995.94
2009-02-10,1003.4
2009-02-11,993.74
2009-02-12,985.83
2009-02-13,988.06
2009-02-16,974.58
2009-02-17,955.0
2009-02-18,953.58
2009-02-19,959.88
2009-02-20,945.83
2009-02-24,943.2
2009-02-25,953.87
2009-02-26,965.96
2009-02-27,964.39
2009-03-02,942.67
2009-03-03,922.95
2009-03-04,932.12
2009-03-05,918.57
2009-03-06,925.23
2009-03-09,903.75
2009-03-12,921.75
2009-03-13,947.49
2009-03-16,960.32
2009-03-17,956.19
2009-03-18,954.11
2009-03-19,956.82
2009-03-20,957.24
2009-03-23,977.9
2009-03-24,978.55
2009-03-25,982.52
2009-03-26,1010.1
2009-03-27,1018.3
2009-03-30,991.58
2009-03-31,1008.0
2009-04-01,1013.4
2009-04-02,1033.8
2009-04-06,1024.4
2009-04-08,1063.9
2009-04-09,1055.4
2009-04-13,1054.5
2009-04-15,1067.2
2009-04-16,1067.7
2009-04-17,1067.4
2009-04-20,1058.6
2009-04-21,1061.9
2009-04-22,1059.7
2009-04-23,1081.7
2009-04-24,1089.8
2009-04-27,1096.2
2009-04-28,1078.8
2009-04-29,1110.3
2009-05-04,1165.3
2009-05-05,1151.4
2009-05-06,1130.7
2009-05-07,1137.7
2009-05-08,1120.7
2009-05-11,1107.8
2009-05-12,1133.8
2009-05-13,1124.2
2009-05-14,1122.7
2009-05-15,1137.9
2009-05-18,1266.3
2009-05-19,1174.3
2009-05-20,1181.5
2009-05-21,1153.2
2009-05-22,1158.4
2009-05-25,1167.5
2009-05-26,1155.9
2009-05-27,1176.2
2009-05-28,1173.8
2009-05-29,1180.5
2009-06-01,1205.6
2009-06-02,1211.6
2009-06-03,1237.1
2009-06-04,1250.6
2009-06-05,1253.5
2009-06-08,1247.3
2009-06-09,1282.7
2009-06-10,1301.7
2009-06-11,1294.1
2009-06-12,1278.3
2009-06-15,1277.7
2009-06-16,1290.7
2009-06-17,1261.3
2009-06-18,1254.3
2009-06-19,1275.9
2009-06-22,1266.6
2009-06-23,1256.7
2009-06-24,1280.7
2009-06-25,1266.7
2009-06-26,1290.3
2009-06-29,1280.1
2009-06-30,1268.1
2009-07-01,1277.0
2009-07-02,1279.9
2009-07-03,1292.5
2009-07-06,1274.9
2009-07-07,1293.9
2009-07-08,1281.9
2009-07-09,1287.3
2009-07-10,1287.8
2009-07-13,1289.5
2009-07-14,1313.5
2009-07-15,1332.3
2009-07-16,1335.6
2009-07-17,1370.8
2009-07-20,1415.6
2009-07-21,1402.8
2009-07-22,1386.0
2009-07-23,1424.3
2009-07-24,1444.3
2009-07-27,1468.5
2009-07-28,1454.4
2009-07-29,1439.1
2009-07-30,1477.9
2009-07-31,1499.5
2009-08-03,1503.8
2009-08-04,1497.6
2009-08-05,1503.2
2009-08-06,1468.4
2009-08-07,1441.5
2009-08-10,1444.1
2009-08-11,1450.1
2009-08-12,1440.1
2009-08-13,1475.0
2009-08-14,1457.0
2009-08-17,1407.5
2009-08-18,1419.6
2009-08-19,1404.4
2009-08-20,1416.3
2009-08-21,1435.9
2009-08-24,1472.4
2009-08-25,1484.3
2009-08-26,1503.0
2009-08-27,1507.9
2009-08-28,1506.6
2009-08-31,1482.3
2009-09-01,1481.6
2009-09-02,1485.6
2009-09-03,1482.5
2009-09-04,1496.9
2009-09-07,1515.0
2009-09-08,1501.2
2009-09-09,1497.1
2009-09-10,1499.4
2009-09-11,1496.6
2009-09-14,1493.4
2009-09-15,1511.9
2009-09-16,1518.1
2009-09-17,1530.2
2009-09-18,1533.2
2009-09-22,1560.1
2009-09-23,1538.9
2009-09-24,1545.5
